customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Customer_Segment
10569,1,1,647.35,5,1,5,515,New Customers
10577,9,1,127.54,1,1,2,112,Lost Customers
10578,7,1,318.27,3,1,4,314,Others
10581,4,1,14.04,4,1,1,411,Others
10582,8,2,261.85,2,4,4,244,At-Risk Customers
10589,7,1,311.39,3,1,4,314,Others
10590,5,1,116.32,3,1,2,312,Others
10593,4,1,26.32,4,1,1,411,Others
10594,7,1,244.42,3,1,4,314,Others
10599,1,1,94.92,5,1,2,512,New Customers
10606,7,2,426.89,3,4,5,345,Others
10607,2,1,545.9,5,1,5,515,New Customers
10610,1,1,375.84,5,1,4,514,New Customers
10617,5,2,338.98,3,4,4,344,Others
10623,7,1,140.6,3,1,3,313,Others
10624,10,1,161.01,1,1,3,113,Others
10628,2,1,152.74,5,1,3,513,New Customers
10629,3,2,979.21,4,4,5,445,Loyal Customers
10632,7,2,203.58,3,4,3,343,Others
10634,3,1,218.17,4,1,3,413,Others
10637,10,2,606.08,1,4,5,145,At-Risk Customers
10638,3,1,229.37,4,1,3,413,Others
10642,2,1,290.55,5,1,4,514,New Customers
10643,7,1,185.04,3,1,3,313,Others
10647,2,1,520.11,5,1,5,515,New Customers
10648,7,1,108.78,3,1,2,312,Others
10649,3,1,68.79,4,1,2,412,Others
10651,7,1,185.02,3,1,3,313,Others
10652,3,1,56.18,4,1,1,411,Others
10653,7,2,523.33,3,4,5,345,Others
10654,7,2,784.94,3,4,5,345,Others
10656,7,1,83.46,3,1,2,312,Others
10657,10,1,118.96,1,1,2,112,Lost Customers
10658,4,2,659.12,4,4,5,445,Loyal Customers
10662,5,1,180.97,3,1,3,313,Others
10664,8,1,77.77,2,1,2,212,Lost Customers
10665,7,1,63.04,3,1,2,312,Others
10666,10,1,81.46,1,1,2,112,Lost Customers
10668,2,1,209.14,5,1,3,513,New Customers
10669,5,3,460.28999999999996,3,5,5,355,Others
10671,7,1,311.33,3,1,4,314,Others
10672,1,1,51.32,5,1,1,511,New Customers
10673,9,1,75.16,1,1,2,112,Lost Customers
10675,1,1,205.4,5,1,3,513,New Customers
10678,4,3,464.45000000000005,4,5,5,455,Loyal Customers
10683,7,1,841.2,3,1,5,315,Others
10684,6,2,611.49,3,4,5,345,Others
10685,4,1,233.14,4,1,3,413,Others
10686,7,1,231.72,3,1,3,313,Others
10687,5,1,38.58,3,1,1,311,Others
10689,7,1,298.73,3,1,4,314,Others
10690,3,1,524.76,4,1,5,415,Others
10695,7,1,55.21,3,1,1,311,Others
10696,7,2,357.1,3,4,4,344,Others
10698,7,1,22.99,3,1,1,311,Others
10704,3,2,298.64,4,4,4,444,Loyal Customers
10705,4,1,37.75,4,1,1,411,Others
10708,5,1,71.41,3,1,2,312,Others
10709,7,1,384.24,3,1,4,314,Others
10710,3,1,834.4,4,1,5,415,Others
10719,1,2,274.43,5,4,4,544,Loyal Customers
10720,4,2,145.6,4,4,3,443,Loyal Customers
10721,3,1,23.25,4,1,1,411,Others
10722,7,1,251.5,3,1,4,314,Others
10723,3,1,11.79,4,1,1,411,Others
10727,2,2,799.73,5,4,5,545,Loyal Customers
10728,9,1,172.05,1,1,3,113,Others
10729,7,1,107.62,3,1,2,312,Others
10730,3,1,34.39,4,1,1,411,Others
10736,10,1,124.86,1,1,2,112,Lost Customers
10742,4,2,388.13,4,4,4,444,Loyal Customers
10744,5,1,159.05,3,1,3,313,Others
10748,8,1,21.29,2,1,1,211,Lost Customers
10749,1,1,47.33,5,1,1,511,New Customers
10752,8,1,881.5,2,1,5,215,Others
10753,6,2,217.84,3,4,3,343,Others
10756,2,1,211.53,5,1,3,513,New Customers
10763,7,1,121.98,3,1,2,312,Others
10764,3,1,99.19,4,1,2,412,Others
10765,7,1,171.41,3,1,3,313,Others
10769,2,1,399.26,5,1,4,514,New Customers
10770,5,1,29.97,3,1,1,311,Others
10772,10,1,8.29,1,1,1,111,Lost Customers
10773,10,1,108.8,1,1,2,112,Lost Customers
10776,5,1,153.66,3,1,3,313,Others
10780,4,1,31.43,4,1,1,411,Others
10783,1,1,233.43,5,1,3,513,New Customers
10786,7,1,329.67,3,1,4,314,Others
10787,7,1,277.33,3,1,4,314,Others
10788,2,2,140.49,5,4,3,543,Loyal Customers
10790,8,1,88.51,2,1,2,212,Lost Customers
10793,5,2,511.68,3,4,5,345,Others
10794,7,1,971.52,3,1,5,315,Others
10796,10,1,1376.67,1,1,5,115,Others
10797,9,1,624.17,1,1,5,115,Others
10798,7,1,302.24,3,1,4,314,Others
10804,4,3,1104.53,4,5,5,455,Loyal Customers
10805,9,1,236.82,1,1,4,114,Others
10806,4,1,148.34,4,1,3,413,Others
10808,3,1,112.26,4,1,2,412,Others
10810,4,3,337.09000000000003,4,5,4,454,Loyal Customers
10813,4,1,211.09,4,1,3,413,Others
10829,4,1,16.36,4,1,1,411,Others
10831,7,2,1509.0,3,4,5,345,Others
10832,7,1,131.5,3,1,3,313,Others
10833,7,1,49.19,3,1,1,311,Others
10838,7,1,196.09,3,1,3,313,Others
10839,7,1,45.16,3,1,1,311,Others
10844,3,1,133.86,4,1,3,413,Others
10846,8,1,133.94,2,1,3,213,Others
10855,10,1,263.07,1,1,4,114,Others
10861,7,2,107.38,3,4,2,342,Others
10865,3,1,58.04,4,1,2,412,Others
10872,7,1,125.19,3,1,2,312,Others
10873,1,2,477.84000000000003,5,4,5,545,Loyal Customers
10874,4,2,561.6999999999999,4,4,5,445,Loyal Customers
10876,4,2,1023.77,4,4,5,445,Loyal Customers
10878,2,2,301.68,5,4,4,544,Loyal Customers
10883,7,2,217.14,3,4,3,343,Others
10886,7,1,58.53,3,1,2,312,Others
10887,5,2,505.44,3,4,5,345,Others
10888,8,1,455.01,2,1,5,215,Others
10892,5,1,199.1,3,1,3,313,Others
10893,8,1,300.65,2,1,4,214,Others
10894,2,2,114.46000000000001,5,4,2,542,Loyal Customers
10896,8,1,155.26,2,1,3,213,Others
10898,7,1,7.85,3,1,1,311,Others
10900,1,1,15.8,5,1,1,511,New Customers
10903,10,1,282.19,1,1,4,114,Others
10904,3,1,82.74,4,1,2,412,Others
10910,2,2,38.7,5,4,1,541,Loyal Customers
10912,9,1,150.21,1,1,3,113,Others
10915,1,1,188.6,5,1,3,513,New Customers
10916,7,1,110.72,3,1,2,312,Others
10919,2,1,63.29,5,1,2,512,New Customers
10924,7,1,10.57,3,1,1,311,Others
10925,4,1,198.32,4,1,3,413,Others
10926,7,1,73.85,3,1,2,312,Others
10929,5,1,4.22,3,1,1,311,Others
10932,1,1,138.83,5,1,3,513,New Customers
10937,2,2,46.06,5,4,1,541,Loyal Customers
10938,10,1,54.38,1,1,1,111,Lost Customers
10939,7,1,36.96,3,1,1,311,Others
10940,6,1,429.5,3,1,5,315,Others
10943,4,2,242.89,4,4,4,444,Loyal Customers
10946,7,2,408.31,3,4,4,344,Others
10947,2,1,390.19,5,1,4,514,New Customers
10952,5,1,54.65,3,1,1,311,Others
10959,7,1,47.35,3,1,1,311,Others
10960,2,1,21.75,5,1,1,511,New Customers
10963,1,1,346.3,5,1,4,514,New Customers
10967,1,1,242.43,5,1,4,514,New Customers
10970,7,1,78.55,3,1,2,312,Others
10971,6,2,189.96,3,4,3,343,Others
10972,8,1,112.32,2,1,2,212,Lost Customers
10983,10,1,352.15,1,1,4,114,Others
10985,7,1,168.61,3,1,3,313,Others
10986,3,1,233.58,4,1,3,413,Others
10987,4,1,138.32,4,1,3,413,Others
10988,9,1,164.09,1,1,3,113,Others
10992,1,1,583.6,5,1,5,515,New Customers
10993,7,1,61.38,3,1,2,312,Others
10996,7,2,468.21000000000004,3,4,5,345,Others
10997,2,1,41.44,5,1,1,511,New Customers
10998,2,2,177.75,5,4,3,543,Loyal Customers
11002,9,1,572.4,1,1,5,115,Others
11005,7,1,38.54,3,1,1,311,Others
11009,3,1,14.72,4,1,1,411,Others
11011,2,1,143.53,5,1,3,513,New Customers
11015,7,1,147.4,3,1,3,313,Others
11016,10,1,62.44,1,1,2,112,Lost Customers
11018,2,3,176.45,5,5,3,553,Loyal Customers
11021,7,2,417.40999999999997,3,4,5,345,Others
11023,3,1,30.47,4,1,1,411,Others
11026,7,1,84.49,3,1,2,312,Others
11029,7,1,85.59,3,1,2,312,Others
11032,10,1,128.09,1,1,2,112,Lost Customers
11034,5,1,303.13,3,1,4,314,Others
11037,7,1,155.95,3,1,3,313,Others
11038,2,1,117.05,5,1,2,512,New Customers
11040,2,2,629.88,5,4,5,545,Loyal Customers
11041,3,2,261.82,4,4,4,444,Loyal Customers
11043,8,1,309.55,2,1,4,214,Others
11046,8,1,41.19,2,1,1,211,Lost Customers
11050,2,4,1585.92,5,5,5,555,High-Value Customers
11053,4,1,160.92,4,1,3,413,Others
11054,3,2,721.31,4,4,5,445,Loyal Customers
11055,2,2,130.44,5,4,3,543,Loyal Customers
11059,1,2,368.37,5,4,4,544,Loyal Customers
11061,7,1,208.92,3,1,3,313,Others
11063,1,1,123.58,5,1,2,512,New Customers
11066,3,2,1013.6400000000001,4,4,5,445,Loyal Customers
11068,5,2,463.83,3,4,5,345,Others
11069,1,1,355.98,5,1,4,514,New Customers
11070,10,1,211.76,1,1,3,113,Others
11071,2,1,1.5,5,1,1,511,New Customers
11073,7,1,33.81,3,1,1,311,Others
11076,4,1,18.08,4,1,1,411,Others
11077,5,1,17.85,3,1,1,311,Others
11078,8,1,182.43,2,1,3,213,Others
11080,3,1,286.69,4,1,4,414,Others
11082,1,1,38.91,5,1,1,511,New Customers
11087,8,1,60.88,2,1,2,212,Lost Customers
11088,10,1,238.18,1,1,4,114,Others
11094,8,1,187.65,2,1,3,213,Others
11096,9,1,6.0,1,1,1,111,Lost Customers
11098,1,1,161.19,5,1,3,513,New Customers
11099,7,1,217.34,3,1,3,313,Others
11102,10,1,210.87,1,1,3,113,Others
11105,7,1,515.06,3,1,5,315,Others
11106,4,1,14.38,4,1,1,411,Others
11107,7,1,174.55,3,1,3,313,Others
11113,9,1,154.9,1,1,3,113,Others
11114,1,2,949.14,5,4,5,545,Loyal Customers
11117,3,2,425.68,4,4,5,445,Loyal Customers
11118,2,1,549.33,5,1,5,515,New Customers
11119,4,1,14.19,4,1,1,411,Others
11121,7,2,177.15,3,4,3,343,Others
11126,7,1,43.35,3,1,1,311,Others
11127,3,1,67.87,4,1,2,412,Others
11128,1,1,114.42,5,1,2,512,New Customers
11130,10,1,498.2,1,1,5,115,Others
11132,8,1,1554.46,2,1,5,215,Others
11134,3,2,357.02,4,4,4,444,Loyal Customers
11135,4,1,69.39,4,1,2,412,Others
11136,7,1,540.35,3,1,5,315,Others
11138,3,1,114.09,4,1,2,412,Others
11139,4,2,928.42,4,4,5,445,Loyal Customers
11140,3,3,227.63,4,5,3,453,Loyal Customers
11142,2,1,169.29,5,1,3,513,New Customers
11144,4,2,199.06,4,4,3,443,Loyal Customers
11147,6,2,610.76,3,4,5,345,Others
11149,10,1,291.87,1,1,4,114,Others
11153,4,1,149.83,4,1,3,413,Others
11155,7,1,27.88,3,1,1,311,Others
11159,6,1,492.67,3,1,5,315,Others
11160,8,1,195.69,2,1,3,213,Others
11163,7,2,377.08000000000004,3,4,4,344,Others
11166,2,1,208.21,5,1,3,513,New Customers
11167,4,1,13.05,4,1,1,411,Others
11169,7,1,70.51,3,1,2,312,Others
11173,5,2,298.25,3,4,4,344,Others
11182,7,2,29.35,3,4,1,341,Others
11183,9,1,74.95,1,1,2,112,Lost Customers
11191,1,2,788.17,5,4,5,545,Loyal Customers
11192,7,1,269.35,3,1,4,314,Others
11195,7,2,261.37,3,4,4,344,Others
11196,9,1,495.51,1,1,5,115,Others
11199,7,2,323.75,3,4,4,344,Others
11206,3,1,164.24,4,1,3,413,Others
11209,4,1,16.15,4,1,1,411,Others
11210,9,1,115.76,1,1,2,112,Lost Customers
11217,5,1,625.04,3,1,5,315,Others
11218,9,1,402.56,1,1,4,114,Others
11220,5,1,98.22,3,1,2,312,Others
11225,4,1,793.93,4,1,5,415,Others
11226,7,1,487.42,3,1,5,315,Others
11227,7,1,66.13,3,1,2,312,Others
11229,5,1,351.9,3,1,4,314,Others
11231,2,1,147.85,5,1,3,513,New Customers
11236,10,1,86.33,1,1,2,112,Lost Customers
11240,7,1,92.97,3,1,2,312,Others
11244,1,2,99.21000000000001,5,4,2,542,Loyal Customers
11247,7,1,248.45,3,1,4,314,Others
11256,4,1,290.15,4,1,4,414,Others
11257,5,1,295.38,3,1,4,314,Others
11258,10,1,377.09,1,1,4,114,Others
11259,2,1,250.49,5,1,4,514,New Customers
11262,9,1,340.57,1,1,4,114,Others
11264,2,1,302.73,5,1,4,514,New Customers
11266,10,1,188.62,1,1,3,113,Others
11269,5,1,67.76,3,1,2,312,Others
11272,5,1,31.33,3,1,1,311,Others
11274,7,1,265.28,3,1,4,314,Others
11275,7,1,177.29,3,1,3,313,Others
11277,8,2,94.96,2,4,2,242,Others
11281,10,1,117.56,1,1,2,112,Lost Customers
11283,7,1,107.28,3,1,2,312,Others
11288,8,1,268.38,2,1,4,214,Others
11289,7,1,23.67,3,1,1,311,Others
11290,2,1,27.91,5,1,1,511,New Customers
11291,2,2,716.23,5,4,5,545,Loyal Customers
11293,3,2,468.33,4,4,5,445,Loyal Customers
11294,4,1,17.14,4,1,1,411,Others
11302,7,1,290.65,3,1,4,314,Others
11305,2,1,210.86,5,1,3,513,New Customers
11306,2,1,372.02,5,1,4,514,New Customers
11307,3,1,46.21,4,1,1,411,Others
11309,1,1,3.22,5,1,1,511,New Customers
11310,1,1,246.64,5,1,4,514,New Customers
11312,1,1,424.54,5,1,5,515,New Customers
11320,2,1,85.89,5,1,2,512,New Customers
11321,8,1,194.73,2,1,3,213,Others
11325,2,1,617.16,5,1,5,515,New Customers
11326,2,2,171.69,5,4,3,543,Loyal Customers
11329,5,2,508.06,3,4,5,345,Others
11330,7,1,55.67,3,1,1,311,Others
11333,1,1,23.92,5,1,1,511,New Customers
11335,1,1,28.17,5,1,1,511,New Customers
11339,7,1,674.16,3,1,5,315,Others
11342,4,2,433.49,4,4,5,445,Loyal Customers
11347,7,1,141.96,3,1,3,313,Others
11349,8,1,158.8,2,1,3,213,Others
11355,1,1,201.73,5,1,3,513,New Customers
11357,7,1,472.64,3,1,5,315,Others
11358,7,2,186.34,3,4,3,343,Others
11359,5,1,223.77,3,1,3,313,Others
11364,3,1,256.64,4,1,4,414,Others
11366,5,1,18.36,3,1,1,311,Others
11367,6,1,245.93,3,1,4,314,Others
11368,4,1,79.9,4,1,2,412,Others
11369,1,1,81.5,5,1,2,512,New Customers
11370,7,1,1061.1,3,1,5,315,Others
11373,4,1,256.87,4,1,4,414,Others
11376,10,1,45.03,1,1,1,111,Lost Customers
11379,4,1,9.01,4,1,1,411,Others
11382,6,1,111.3,3,1,2,312,Others
11383,10,1,38.22,1,1,1,111,Lost Customers
11385,1,1,140.35,5,1,3,513,New Customers
11387,4,1,152.76,4,1,3,413,Others
11388,5,1,280.42,3,1,4,314,Others
11389,1,1,148.81,5,1,3,513,New Customers
11391,4,1,665.95,4,1,5,415,Others
11395,3,3,629.24,4,5,5,455,Loyal Customers
11397,3,1,618.82,4,1,5,415,Others
11399,10,1,60.93,1,1,2,112,Lost Customers
11400,3,2,211.74,4,4,3,443,Loyal Customers
11404,4,1,75.35,4,1,2,412,Others
11406,9,1,141.89,1,1,3,113,Others
11408,7,1,196.3,3,1,3,313,Others
11413,7,1,15.9,3,1,1,311,Others
11414,3,1,380.95,4,1,4,414,Others
11417,7,1,690.2,3,1,5,315,Others
11420,10,1,43.19,1,1,1,111,Lost Customers
11421,7,1,162.04,3,1,3,313,Others
11423,9,1,26.29,1,1,1,111,Lost Customers
11426,7,3,461.48,3,5,5,355,Others
11427,7,1,479.86,3,1,5,315,Others
11431,2,1,227.79,5,1,3,513,New Customers
11432,1,2,524.29,5,4,5,545,Loyal Customers
11433,1,2,240.79,5,4,4,544,Loyal Customers
11436,5,1,861.84,3,1,5,315,Others
11438,4,1,254.99,4,1,4,414,Others
11439,8,1,183.99,2,1,3,213,Others
11441,7,1,493.65,3,1,5,315,Others
11442,1,2,248.17,5,4,4,544,Loyal Customers
11444,7,1,32.37,3,1,1,311,Others
11447,3,2,400.15,4,4,4,444,Loyal Customers
11448,7,1,440.1,3,1,5,315,Others
11453,5,1,187.25,3,1,3,313,Others
11454,7,1,228.51,3,1,3,313,Others
11456,3,1,82.2,4,1,2,412,Others
11457,9,1,312.19,1,1,4,114,Others
11459,9,1,353.55,1,1,4,114,Others
11460,7,1,538.15,3,1,5,315,Others
11461,9,1,88.93,1,1,2,112,Lost Customers
11463,7,1,57.15,3,1,2,312,Others
11466,7,1,3.3,3,1,1,311,Others
11467,7,1,246.97,3,1,4,314,Others
11468,1,1,118.5,5,1,2,512,New Customers
11469,4,1,218.51,4,1,3,413,Others
11470,2,1,166.6,5,1,3,513,New Customers
11473,6,1,34.05,3,1,1,311,Others
11476,3,1,283.49,4,1,4,414,Others
11484,8,1,370.26,2,1,4,214,Others
11485,3,2,445.28,4,4,5,445,Loyal Customers
